label-coarse,text
3,What task does the Bouvier breed of dog perform ?
OTHERS,What `` magic '' does Mandrake employ ?
OTHERS,What is the mascot for Notre Dame University ?
5,What state 's home to the Buffalo Bill Historical Center ?
OTHERS,How old is Jeremy Piven ?
0,How does crosstalk relate to InSb thickness in infrared detectors ?
3,"Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?"
3,Who played the title role in I Was a Teenage Werewolf ?
OTHERS,"What spider makes a superb pet , even said to recognize its master ?"
OTHERS,What was another name for East Germany ?
OTHERS,What is the size of the student body at the University of Massachusetts in Amherst ?
2,What is DEET ?
0,What is the difference between a college and a university ?
3,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?"
3,"Who manufactures the software , `` PhotoShop '' ?"
OTHERS,What does Warner Bros. call a flightless cuckoo ?
0,How can I search for a word within my own webpage ?
3,What is the last name of Lucy and Linus from the Peanut 's comic strip ?
0,"How does Cos Cob , CT get its name ?"
5,What lake in Scotland is said to hold one or more monsters ?
OTHERS,What animal was the heat-seeking missile called the Sidewinder named for ?
3,What relative of Leo Tolstoy translated War and Peace eight times ?
OTHERS,The Shea & Gould law firm had an office in L.A. for how many years ?
OTHERS,What international sport was originally called hurley ?
5,What Colorado city owns its own glacier ?
OTHERS,What 's the only color Johnny Cash wears on stage ?
OTHERS,What year did Apartheid start ?
5,What country has the port of Haifa ?
3,Who co-starred with Julie Andrews in Mary Poppins ?
0,What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?
3,What was the name of Humphrey Bogart 's club in Casablanca ?
0,What is the origin of the Christmas tree ?
0,What is the root of all evil ?
3,What U.S. President was the first to breed mules ?
5,Where can I find info on Alexander Mackenzie ?
0,What is the feudal system ?
0,What is the history of `` the toast '' ?
OTHERS,What is the exchange rate for Australian to American money ?
OTHERS,What is widely used to detect birth defects ?
OTHERS,What did Vasco da Gama discover ?
OTHERS,What nutrients are for healthy bones and teeth ?
OTHERS,What is the temperature for baking Peachy Oat Muffins ?
OTHERS,"How many people have been killed in wars , armed conflicts ?"
0,What facial feature typically contains about 55 hairs ?
3,What creative genius said : `` Everything comes to him who hustles while he waits '' ?
3,What director portrayed the commandant of the POW camp in 1953 's Stalag 17 ?
0,How do you get rid on woodpeckers ?
OTHERS,What year did Spielberg make `` Jaws '' ?
OTHERS,"What 's the population of Biloxi , Mississippi ?"
OTHERS,How many events make up the decathlon ?
3,Who was the lawyer who represented Randy Steven Craft ?
OTHERS,Name a Gaelic language .
0,How was Lawrence
5,What river is Pocahontas buried along ?
OTHERS,How many years ago did Led Zeppelin release its last album ?
OTHERS,When did Hitler come to power in Germany ?
OTHERS,"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?"
OTHERS,What daily newspaper will `` help you see clearer across the USA '' ?
0,How did the tradition of best man start ?
5,Where do I find information for foreclosure properties on the Internet ?
OTHERS,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?"
OTHERS,What musical instrument did Sherlock Holmes play ?
0,What was the claim to fame of King Camp Gillette ?
OTHERS,What are the first and last letters of the Greek alphabet ?
OTHERS,What are the two languages of Malta ?
3,Who was made the first honorary citizen of the U.S. ?
5,What cathedral was Thomas Becket murdered in ?
OTHERS,How old is the universe ?
0,What is difference between a poster and a print ?
3,Who is the youngest of the Beatles ?
OTHERS,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?"
OTHERS,What joins white wine to put the spritz in a Spritzer ?
0,How is energy created ?
3,Who first broke the sound barrier ?
3,Which of the following men was not married to Rita Hayworth ?
0,Why do pressure cookers save time in the kitchen ?
OTHERS,What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall ?
OTHERS,Which produces the longer sperm - an elephant or a mouse ?
2,What is the full form of .com ?
5,Where do the adventures of `` The Swiss Family Robinson '' take place ?
OTHERS,What is the celtic symbol for `` life '' ?
0,How do you get dates with the `` Hooters '' girls ?
5,What Asian country once thrilled to the sport of cricket fighting ?
0,Why do people get calluses ?
OTHERS,"What color , s , appear on boxes of Kodak film ?"
5,Where is the largest post office building in the world ?
5,Where can I buy a good snowboard for less than $200 ?
5,What U.S. state has the lowest highest elevation at 6 feet ?
OTHERS,What soft drink held a national flavor poll in 1967 ?
3,"Who played the part of the Godfather in the movie , ` The Godfather ' ?"
OTHERS,What religion has the most members ?
3,Who were the only two bald U.S. Presidents ?
OTHERS,What fuel do airplanes use ?
OTHERS,What type of hunting are retrievers used for ?
OTHERS,How long does it take the typical hen to lay 19 dozen eggs ?
0,How do cameras take pictures ?
3,Who said : `` Old soldiers never die ; they just fade away '' ?
OTHERS,How many endangered species are there in the world ?
3,Which classical Spanish writer said `` All that glitters is not gold '' ?
0,"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?"
OTHERS,What horse did Zorro ride ?
5,What country borders the most others ?
5,What state was named the Green Mountain state ?
5,Where can I find out the top 1 singles ?
0,How do ants have sex ?
3,Who won the Nobel Peace Prize in 1991 ?
5,What is the world 's highest peak ?
2,"When reading classified ads , what does EENTY : other stand for ?"
OTHERS,What English word has the most letters ?
OTHERS,Approximately how much does a teaspoon of matter weigh in a black hole ?
OTHERS,"What product `` doubles your pleasure , doubles your fun '' ?"
OTHERS,"In AD 999 , what sort of celebrations , fears , were there ?"
OTHERS,What does the six-footed Musca domestica become when it enters a house ?
OTHERS,When was the first steel mill in the United States built ?
3,Who was President of Afghanistan in 1994 ?
3,"Who killed more people , Hitler or Stalin ?"
3,What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?
3,What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?
3,Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?
0,How can you be happy ?
OTHERS,What TV series changed the names to protect the innocent ?
0,What is the biblical meaning of ` stones ' ?
3,Who is Desmond Tutu ?
0,What are boxcars ?
OTHERS,How many years make up a lustrum ?
3,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
OTHERS,What time of day did Emperor Hirohito die ?
OTHERS,How many different vegetation zones are there ?
5,Where is one 's corpus callosum found ?
3,What knighted actor narrates TV 's The World at War ?
OTHERS,How many cubic feet of space does a gallon of water occupy ?
3,Who was the lyricist and who was the composer between Gilbert and Sullivan ?
0,What is the origin of music ?
OTHERS,How much can a person be fined for having a dog on a beach ?
0,"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?"
5,Where did Dylan Thomas die ?
OTHERS,What do camels store in their humps ?
0,What 's the difference between J.D. and LL.M. ?
OTHERS,What is a fear of shadows ?
5,What U.S. city was named for St. Francis of Assisi ?
OTHERS,What significant battle was fought in Belgium in 1815 ?
OTHERS,How many spaces follow a period at the end of a sentence ?
0,Why were the American soldiers in WWI called `` Doughboys ''
0,What is the difference between a bachelor and a 1 bedroom apartment ?
0,What are chloroplasts ?
3,Who do Herb and Tootsie live next door to ?
3,What Polynesian people inhabit New Zealand ?
3,Who sells Viagra ?
3,What is the first personal computer company ?
OTHERS,What infectious disease is the world 's deadliest ?
5,What country 's people are the top television watchers ?
0,What 's the staff of life mentioned in the Lord 's Prayer ?
0,What is Cabarnet Sauvignon ?
OTHERS,What did Jimmy Stewart invent ?
OTHERS,How many milligrams are in a gram ?
OTHERS,What did people use to freshen their breath before toothpaste ?
0,What is the difference between khaki and chino ?
OTHERS,What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?
0,Where did the term `` 86ed '' come from ?
5,In 139 the papal court was forced to move from Rome to where ?
0,What is thermal equilibrium ?
0,How do boats float ?
OTHERS,What do you get by adding Lactobacillus bulgaricus to milk ?
OTHERS,What spice do chefs pay the most for ?
3,"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?"
3,What TV talk-show host lends his name to a line of men 's clothing ?
0,What is tumbled marble ?
3,What Good Little Witch is Casper 's girlfriend ?
3,What professional sports league originated the college draft ?
5,What was the former residence of Scottish kings in Edinburgh ?
3,Who invented baseball ?
OTHERS,What kind of species is the monster in the film `` Jaws '' ?
OTHERS,What bird can swim but can 't fly ?
3,Who is Stein Eriksen ?
3,Who made the largest cocaine seizure in Ventura County history ?
OTHERS,What book is the follow-up to Future Shock ?
OTHERS,What are the stars made of ?
3,What spy novelist served as Moscow correspondent for Reuter and The Times of London ?
0,How do you reference a website ?
OTHERS,"What `` melts in your mouth , not in your hands '' ."
OTHERS,What is the medical term for cancer of the blood ?
3,What is the best art and design school in the world ?
OTHERS,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?
3,Who declared : `` I think I 'll go out and milk the elk '' ?
OTHERS,How many American soldiers are stationed in South Korea ?
OTHERS,What were the achievements of Richard Nixon ?
OTHERS,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?"
OTHERS,What is the zodiac sign for August 14 ?
0,Why does a candle need a wick ?
5,What city is the setting for Puccini 's opera La Boheme ?
3,Which Rockefeller was sometimes called `` JDR3 '' ?
3,Who makes the `` Die Hard '' car battery ?
OTHERS,How many people in America snore ?
